,0
0,36.39798879623413
1,52.200271129608154
2,61.34014010429382
3,41.971349000930786
4,56.63731360435486
5,49.76936149597168
6,61.10291624069214
7,50.53240752220154
8,50.897969007492065
9,53.14989686012268
10,56.6944375038147
11,59.091042041778564
12,55.85997295379639
13,58.908318281173706
14,55.666298151016235
15,60.52417254447937
16,58.98042559623718
17,72.66259860992432
18,57.670812129974365
19,52.8762686252594
20,55.86074638366699
21,59.908597230911255
22,40.761929988861084
23,51.15997505187988
24,61.078717947006226
25,49.231714725494385
26,54.666624307632446
27,66.63626480102539
28,45.359883069992065
29,55.10060095787048
30,57.55973935127258
31,57.703232765197754
32,42.48307824134827
33,62.646583557128906
34,40.995333671569824
35,53.76644778251648
36,52.717217683792114
37,53.8802056312561
38,52.13450860977173
39,51.60764217376709
40,51.949902296066284
41,41.33883762359619
42,52.780131101608276
43,48.90150213241577
44,52.20092415809631
45,56.46937680244446
46,48.716835498809814
47,51.41396141052246
48,48.54833793640137
49,45.90408253669739
