,0,1,2,3,4,5,6,7,8,9,10
0,74.30900502204895,93.57479095458984,73.75938701629639,65.75447034835815,65.30812931060791,63.488048791885376,63.292537450790405,65.74460983276367,63.1048367023468,62.96552562713623,61.56227111816406
1,75.36207270622253,92.4907488822937,72.34090304374695,66.02900052070618,64.46231126785278,63.1146719455719,65.07546424865723,62.47322487831116,63.20369815826416,62.580074071884155,61.89911222457886
2,80.80514907836914,90.15877556800842,79.31962156295776,69.41542387008667,64.3346004486084,63.8043954372406,65.50344204902649,62.75251483917236,61.13184452056885,61.58714056015015,62.93482780456543
3,77.14389777183533,90.69438433647156,75.0884382724762,64.97161960601807,63.06887102127075,75.7006299495697,61.73053503036499,61.403021812438965,60.30640268325806,61.487894773483276,60.475950717926025
4,77.81381130218506,88.44999074935913,83.34847831726074,69.52192831039429,64.04329490661621,64.60162663459778,66.06449699401855,62.71892309188843,65.36033701896667,61.17443799972534,63.77667999267578
5,73.91222620010376,93.36741399765015,85.38944554328918,66.52734541893005,64.34598278999329,63.46031975746155,63.09652090072632,68.40902018547058,60.79088521003723,60.91395163536072,68.13910698890686
6,76.19402432441711,87.77621650695801,74.67607498168945,65.26295757293701,64.80225777626038,63.599021196365356,61.529441118240356,61.67869424819946,60.919535636901855,60.3725471496582,59.94679403305054
7,76.10080122947693,86.74142503738403,73.1591260433197,65.99802374839783,64.1455135345459,63.757845878601074,62.74773550033569,62.792935609817505,60.42005729675293,60.51828598976135,60.640692710876465
8,76.66531896591187,87.3872001171112,76.09866857528687,68.1483588218689,64.41963863372803,64.13505744934082,63.446632623672485,63.561381101608276,68.75138330459595,65.41877889633179,61.59669327735901
9,84.3459894657135,89.2772307395935,73.27886390686035,65.37910079956055,64.45383381843567,67.08034825325012,62.102654457092285,64.72499203681946,63.756290674209595,61.451457500457764,61.59142994880676
10,84.18985891342163,93.159188747406,77.29447269439697,65.94109582901001,63.805025815963745,62.79055595397949,63.82883930206299,63.13693070411682,61.123717069625854,59.94292426109314,62.265604734420776
11,78.74047422409058,93.2437059879303,78.73146057128906,65.92126321792603,65.70797514915466,63.50225782394409,63.26441550254822,65.12944197654724,63.730151891708374,62.65341377258301,61.49037194252014
12,84.52233958244324,92.1593234539032,81.39852118492126,67.41820573806763,67.43865585327148,72.1448450088501,62.0170316696167,61.87209630012512,62.485018253326416,61.50545263290405,62.26457977294922
13,88.34005808830261,91.50215005874634,72.96831178665161,67.93997478485107,67.08677458763123,64.68424010276794,63.007354736328125,62.30177092552185,62.0268177986145,62.682950258255005,60.58281445503235
14,75.95319819450378,93.49513864517212,73.44701194763184,66.55094599723816,68.89756369590759,63.794294357299805,63.07516574859619,64.03123736381531,65.99043989181519,60.98899269104004,63.322142124176025
15,85.32150459289551,96.69093894958496,74.6043586730957,66.16687250137329,66.02044248580933,64.16451144218445,63.552244424819946,63.78186535835266,62.56139039993286,65.49094009399414,63.241228103637695
