,0,1,2,3,4,5,6,7,8,9,10
0,3.9776405412788907,3.9776405412788907,4.04643593452092,4.137635940124888,4.206458044403736,4.340355998943704,4.285555822642496,4.300560133894702,4.252477238290792,4.403055445787444,4.436990516109903
1,3.86800261335572,3.86800261335572,3.9460996276792466,3.963706727580695,4.048278285967933,4.073514358376374,4.1826313003357445,4.2263417765516875,4.277390614576778,4.178506520181524,4.222066666337029
2,3.863461103300431,3.863461103300431,3.8993478014783194,3.9299419055426847,4.02680485658973,3.9786557683335113,4.109280416239093,4.198812512101121,4.245408730690693,4.228161086792485,4.2173903163465924
3,3.938043365427028,3.938043365427028,3.968646765495904,4.15195869778271,4.139652744323697,4.174506112511688,4.447992600830746,4.495354254178217,4.5564972615122405,4.380640219371526,4.37964836783799
4,4.177998222345409,4.177998222345409,4.249665851667165,4.334090736736495,4.352496249960959,4.386246884629922,4.605262954741748,4.463255894972908,4.517975259373012,4.580559500366995,4.650358626639567
5,4.04226322037785,4.04226322037785,4.11564511924433,4.1683369248618405,4.309700342416487,4.172393421224738,4.311377091439643,4.3466771466227705,4.259674332196003,4.535113212453645,4.437863588638066
6,4.003495673722003,4.003495673722003,4.0342307804048945,4.16533178087224,4.386053166991105,4.251012511782869,4.377046771953422,4.407733429743623,4.480190318648483,4.2476364162116935,4.345664765889262
7,3.9974101418378405,3.9974101418378405,4.075414392561478,4.100098961920009,4.216801514206556,4.182959829077958,4.245888060274922,4.283461967822869,4.236654537139243,4.340930588941555,4.23078422012149
8,4.222578144254669,4.222578144254669,4.282177677420435,4.415579505642957,4.330296741952877,4.459119823629415,4.4079281088755025,4.499391693752799,4.540758436388827,4.706806954969916,4.630055504378729
9,3.7383372873295313,3.7383372873295313,3.760817332879531,3.834470607576975,3.9321998782779533,4.064982021578225,4.008749920185338,4.070436591685521,4.058358255317958,4.14839464444276,4.114276666451811
10,4.1868352470489345,4.1868352470489345,4.273879011817815,4.360690090358403,4.314134103852188,4.271544516759465,4.435231088309774,4.355105958301978,4.532289385251002,4.6581844684223315,4.585615293718725
11,4.32664172108056,4.32664172108056,4.423515125648678,4.501061617419222,4.525180821470722,4.486496259414083,4.5033235558507725,4.615072101705492,4.733750274668484,4.7266953835544605,4.682705412400226
12,4.02926102748082,4.02926102748082,4.101009538273413,4.128034038429545,4.202696819669844,4.274431198838406,4.335372641810456,4.339844315639542,4.324929962033029,4.337994293132249,4.327332883733802
13,3.9478799880021604,3.9478799880021604,3.9949486303629627,4.0083069048279105,4.117045565276208,4.073154630813684,4.130912622489558,4.222059408107162,4.46260897663491,4.324877592551819,4.441937987025529
14,4.051830189126722,4.051830189126722,4.144569003945273,4.122589429510014,4.2519238567908575,4.170462208549102,4.215878000654502,4.243393832331916,4.4144819157899065,4.308514914008945,4.328161327990719
15,4.087925784126164,4.087925784126164,4.118826681596348,4.199779638020032,4.41811369388067,4.427398134915542,4.385352824240537,4.5870314723862045,4.368176242915487,4.633941583291995,4.6318832086133845
16,4.159565808345007,4.159565808345007,4.234043401181903,4.262631877061568,4.30072502354503,4.347557170909505,4.487641986375413,4.643290797766529,4.607490089302808,4.705903563485552,4.631694759904906
17,4.238744770575938,4.238744770575938,4.279335221818268,4.396731069346378,4.48381489398414,4.342721586103084,4.480448146051073,4.4715376337109305,4.697885801602644,4.539484193079384,4.485803926473119
18,4.035186189775043,4.035186189775043,4.071985583171941,4.2328708436366105,4.212442755475677,4.2441332984850755,4.269122359620734,4.365896976435394,4.509218031529265,4.568247791824873,4.482332350680244
19,4.114139477289571,4.114139477289571,4.113069944081687,4.354610063899112,4.468436157461432,4.341763542326029,4.308440047689999,4.441002421507984,4.50257906035058,4.4269732524730285,4.7457828890971046
20,4.0176060347946745,4.0176060347946745,4.087257174959531,4.144814085693831,4.2121932812097285,4.137455237876874,4.346002385584226,4.3453836537407975,4.479247025664994,4.445892440544641,4.41090371179317
21,3.965145122871154,3.965145122871154,4.036987811818966,4.02917541690971,4.136583109408662,4.10507100506989,4.187752792366756,4.263990701679649,4.330947670186738,4.393476192649931,4.49763573153717
22,3.9435060207459385,3.9435060207459385,4.000261603775114,4.043618937509627,4.1793249686867675,4.205392267236903,4.2414031771745675,4.2545894151030135,4.2904156465808265,4.397154349885677,4.370077455521287
23,4.0536361559151395,4.0536361559151395,4.131923929215165,4.230402169241321,4.323933124305194,4.296881044532758,4.3472725436380255,4.3929076347584814,4.4191318649043305,4.429556394148396,4.367918532008689
24,4.185657846040292,4.185657846040292,4.240328108134458,4.374436361331646,4.40110229376038,4.441240770137454,4.4704536891792745,4.627630414801546,4.548531014233703,4.606957838642996,4.610106471665912
25,3.936146910200388,3.936146910200388,3.967103110254327,4.036324352225061,4.0614750042517205,4.167476479664662,4.298271862123054,4.18871509192763,4.48111422831761,4.430575276404136,4.476505837537922
