,0
0,56.99300289154053
1,60.28589653968811
2,57.816570520401
3,63.19220209121704
4,57.59825778007507
5,61.847673654556274
6,60.98442220687866
7,57.20810890197754
8,60.65768122673035
9,66.71850061416626
10,55.56710195541382
11,59.73716711997986
12,56.75591516494751
13,59.48107862472534
14,59.683828592300415
15,62.78410053253174
16,59.32118797302246
17,59.67968249320984
18,61.469350814819336
19,59.1738486289978
20,61.42429971694946
21,60.263638734817505
22,58.9538836479187
23,59.13013005256653
24,63.42634129524231
25,57.59794044494629
26,58.407670974731445
27,62.80605435371399
28,58.27583193778992
29,61.51956033706665
30,58.173972845077515
31,63.538148403167725
32,55.8378529548645
33,60.1562716960907
34,60.06242108345032
35,61.91949105262756
36,58.457961082458496
37,58.84247636795044
38,60.36289119720459
39,62.2842071056366
40,57.869762897491455
41,60.936251163482666
42,60.29296517372131
43,57.7263388633728
44,59.17257833480835
45,58.94519853591919
46,59.81333827972412
47,56.53828263282776
48,58.03618788719177
49,60.84490156173706
