,2160,3649,780,0
0,27.216281468860952,4.553694895236574,115.27493167890381,4.223148355466909
1,28.45434558219584,4.538020038927002,110.1277157477587,4.297832731121052
2,28.05137805577267,4.6118366147738685,115.26492481089092,4.332384983930654
3,27.743329733457518,4.507797854301938,110.73169363113551,4.222225903187345
4,28.117138180832846,4.638032530065893,113.12857795900551,4.42071312537304
5,28.232614733317146,4.6832112048998304,115.40608011894786,4.596053440392764
6,29.072932086112214,4.485569536454397,112.09990161785802,4.183430452534464
7,28.175906066417973,4.52318937142281,113.11344470135191,4.269365697728886
8,27.570062192620558,4.384390276794127,115.21090317705786,4.205442840297569
9,28.589436280211004,4.38226604483303,115.15578384806743,4.225530283384963
10,28.852074441359786,4.45379157826679,116.98770306563507,4.21115316750453
11,27.601410255033404,4.565114508751488,112.81509252245657,4.374520170138914
12,28.28021852005381,4.656856500274757,110.62389817564413,4.3194003605312
13,27.94289262949402,4.478462618752784,110.9687114573966,4.267711954491315
14,28.210096555658467,4.54343446942184,110.57408910036786,4.302276243877549
15,28.06418937918972,4.461783648234308,113.89980364283882,4.239042690018084
16,28.03930173048276,4.523120877440728,112.2630633707726,4.241908674920706
17,28.24284809063406,4.576770563809003,120.79542262106538,4.268512791870349
18,29.086534625176135,4.525267961884131,116.3187888747554,4.2427832138865
19,27.91246003579746,4.773664357332755,113.88841998898523,4.519833912352971
20,28.077225176988037,4.478893124396767,115.99982367724866,4.256534353539727
21,28.553866871731753,4.5343928368448445,114.03620186447641,4.31436821273925
22,27.576213167993767,4.674893487110096,118.76343149276974,4.213300352160388
23,28.658411448760795,4.597485897160802,112.30286433210148,4.362794609961673
24,27.689310694131976,4.514827158967089,122.56492339166233,4.23677835864309
25,27.960887817432138,4.716976493502674,110.11128777629939,4.3166047629641895
26,27.55361514619496,4.544859391486872,118.11131508539015,4.333493283343669
27,28.32325110916377,4.8446020277779915,111.45093325211201,4.43174286092334
28,27.421876126385218,4.565051171695675,114.45573727240024,4.317137979143152
29,27.92347621526427,4.638640285419547,112.98476167029433,4.305319619212578
30,28.462135536385027,4.495516471802738,114.25730895814965,4.140714843129769
31,28.47400525710919,4.562787417553589,110.42497316272335,4.251271278980372
32,28.078363918936244,4.605424499819862,113.05585133542868,4.348782242399632
33,27.980969926232643,4.4903412236426865,113.3572341261133,4.287315886149243
34,27.69144422437987,4.480059300097604,111.61658616014742,4.145092321907913
35,28.691708957588467,4.600662319560239,116.22465356283075,4.395847153861892
36,28.514395260013185,4.705446158143568,116.05910574234068,4.37635499119863
37,27.857085662017177,4.5246876159522555,111.84587486773194,4.351586034153082
38,27.86528924922416,4.441086322429961,113.04537404353333,4.120282523983775
39,27.589778595753813,4.54997022079768,120.0738135531163,4.184138590005251
40,27.21787967145788,4.551913462415408,111.09903369836344,4.199082484562119
41,28.153370294970873,4.700572613674672,111.13407490981227,4.338073810302848
42,27.457134840651673,4.4944701293136395,112.91478918820684,4.2301737042845
43,28.038903676134378,4.493580414052383,109.78691760172492,4.229711569503394
44,28.802976627255806,4.548514126101563,114.60487611388861,4.2367145910050725
45,28.035184142532138,4.532073677145755,120.18839743652781,4.242445791500533
46,29.11506035458935,4.656836848343994,115.87178505943437,4.31552400313943
47,27.692640536664793,4.35847795956688,118.24698218327681,4.27859459973081
48,28.83842969113548,4.685747112942931,110.87876060000333,4.326940770014757
49,27.809739321359725,4.465931032816199,112.3331452211136,4.187585231532927
