,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,78.53002977371216,98.2510359287262,74.42439031600952,66.17253470420837,63.64709138870239,61.60509657859802,61.29754281044006,60.124165296554565,66.03746891021729,63.98420739173889,59.08015465736389,59.22167181968689,58.98602509498596,59.53740215301514,59.619967460632324,58.562822341918945,58.72267293930054,58.20684266090393,59.71379518508911,58.72172689437866,58.82461452484131
1,78.89824557304382,87.35189366340637,74.18294143676758,64.9486780166626,61.69747018814087,61.52850818634033,63.41194295883179,59.511390924453735,61.11103296279907,59.71998572349548,59.354247093200684,59.00863218307495,59.152432441711426,59.83105254173279,58.785789251327515,59.38481307029724,63.447428464889526,58.66820406913757,59.36384391784668,59.47362732887268,58.99920058250427
2,74.21842384338379,89.8632390499115,71.67526769638062,64.96432328224182,65.00504302978516,63.74664235115051,66.47337746620178,59.674288511276245,59.64866828918457,59.78935480117798,60.63230276107788,60.41138553619385,59.731539487838745,59.15252947807312,58.77856397628784,57.942437410354614,59.533223390579224,57.60078692436218,58.08553409576416,60.06320285797119,57.736528635025024
3,74.85899043083191,85.7679808139801,71.96606469154358,64.58898496627808,62.13271880149841,60.838603019714355,61.849937200546265,60.3698353767395,60.57300329208374,59.977659463882446,58.36720037460327,58.563109397888184,59.901965618133545,57.711737871170044,58.819477558135986,57.35249876976013,59.30961012840271,57.703453540802,58.30972361564636,62.06686878204346,58.370933294296265
4,78.19804000854492,99.59649753570557,74.05961155891418,63.41895365715027,61.82832050323486,64.35278868675232,61.42533087730408,60.299160957336426,59.48150968551636,60.144065380096436,58.234540700912476,64.30278015136719,59.44117212295532,60.3222393989563,59.63664698600769,58.305973291397095,58.57801651954651,58.555399656295776,59.570663928985596,58.10866355895996,58.39764881134033
5,79.67418098449707,98.89890432357788,69.65371513366699,63.89275336265564,62.48590588569641,61.61653113365173,62.683109760284424,59.63128185272217,58.89741325378418,59.09816074371338,59.004701137542725,59.625033140182495,58.790473222732544,57.60605764389038,60.34801983833313,58.469675064086914,62.633758544921875,59.307185649871826,58.62061262130737,58.870649099349976,58.56203317642212
6,77.85462784767151,89.59046030044556,71.44593477249146,63.59868240356445,62.18477964401245,62.569682598114014,60.06326675415039,59.74735116958618,60.00873684883118,59.425638914108276,59.71754837036133,59.33719754219055,58.331403970718384,59.03435254096985,58.76227951049805,58.80422282218933,58.45123362541199,58.66051888465881,58.01688742637634,58.57255673408508,58.746710538864136
7,89.03067684173584,95.01482486724854,74.17286038398743,65.15778827667236,65.22319841384888,61.08288908004761,61.8063325881958,60.28370022773743,60.086092710494995,58.52103662490845,59.00801134109497,58.969598054885864,58.61647295951843,59.044492959976196,58.52371883392334,58.51887559890747,58.10329580307007,59.32267904281616,57.36295819282532,58.55247735977173,57.53640842437744
8,77.56565165519714,92.72760677337646,74.18920230865479,64.20077085494995,63.44412684440613,63.226897954940796,63.07113599777222,59.67880725860596,60.488264322280884,64.36717867851257,60.775341272354126,60.07824635505676,60.08136439323425,58.90177631378174,61.68332815170288,58.81719160079956,59.483216285705566,63.54226112365723,59.97729253768921,60.71417498588562,59.82116651535034
9,87.81019949913025,89.30820441246033,70.69323801994324,65.35702657699585,70.29372000694275,60.81095862388611,64.21528673171997,60.81842398643494,62.71797561645508,59.56580185890198,59.081960916519165,59.27395963668823,58.87142205238342,58.08158206939697,58.17923140525818,63.49642896652222,58.82241177558899,57.72078251838684,58.34285569190979,60.085960388183594,58.12660098075867
