,0
0,60.97330951690674
1,56.69988489151001
2,59.227760314941406
3,61.490017890930176
4,56.9381206035614
5,59.01066851615906
6,62.67197036743164
7,60.606040954589844
8,59.037667989730835
9,57.92991757392883
10,62.4707612991333
11,62.644352436065674
12,61.3920464515686
13,58.68402647972107
14,60.913910150527954
15,61.10180377960205
16,60.14794373512268
17,58.80200815200806
18,60.639930963516235
19,59.01782441139221
20,60.442939043045044
21,55.431570529937744
22,60.91858625411987
23,61.737446308135986
24,60.101778507232666
25,65.13586974143982
26,61.73382306098938
27,64.845219373703
28,60.21102738380432
29,65.69893193244934
30,59.99189615249634
31,61.67706751823425
32,64.43436217308044
33,60.2370023727417
34,59.59295725822449
35,67.36779379844666
36,65.18494963645935
37,63.525285720825195
38,57.84949541091919
39,61.44481039047241
40,56.85077428817749
41,60.45607924461365
42,59.32200908660889
43,59.83396887779236
44,61.545753955841064
45,58.605093240737915
46,61.760531187057495
47,57.90539216995239
48,59.801652669906616
49,58.84368896484375
